,STUDENTS,GPA,GPA_PROB,CLASS,GRADE,SEMESTER
259,Student_260,3.05,0.0009306696854946732,CS 340,64.45412499999999,Fall 2023
260,Student_261,3.23,0.000985594453818949,CS 340,67.391275,Fall 2023
261,Student_262,3.61,0.0011015467425035312,CS 340,73.59192499999999,Fall 2023
262,Student_263,3.6,0.001098495366485516,CS 340,73.42875,Fall 2023
263,Student_264,2.87,0.0008757449171703975,CS 340,61.516974999999995,Fall 2023
264,Student_265,3.22,0.0009825430778009339,CS 340,67.2281,Fall 2023
265,Student_266,2.8,0.0008543852850442902,CS 340,60.37474999999999,Fall 2023
266,Student_267,3.18,0.0009703375737288725,CS 340,66.5754,Fall 2023
267,Student_268,3.35,0.001022210966035133,CS 340,69.349375,Fall 2023
268,Student_269,3.4,0.0010374678461252096,CS 340,70.16524999999999,Fall 2023
269,Student_270,3.25,0.0009916972058549797,CS 340,67.717625,Fall 2023
270,Student_271,3.25,0.0009916972058549797,CS 340,67.717625,Fall 2023
271,Student_272,3.02,0.0009215155574406273,CS 340,63.9646,Fall 2023
272,Student_273,2.78,0.0008482825330082595,CS 340,60.048399999999994,Fall 2023
273,Student_274,3.42,0.0010435705981612401,CS 340,70.49159999999999,Fall 2023
274,Student_275,3.45,0.0010527247262152861,CS 340,70.98112499999999,Fall 2023
275,Student_276,3.8,0.0011595228868458223,CS 340,76.69224999999999,Fall 2023
276,Student_277,3.81,0.0011625742628638379,CS 340,76.855425,Fall 2023
277,Student_278,3.36,0.0010252623420531483,CS 340,69.51254999999999,Fall 2023
278,Student_279,3.13,0.0009550806936387959,CS 340,65.759525,Fall 2023
279,Student_280,3.33,0.0010161082139991022,CS 340,69.02302499999999,Fall 2023
280,Student_281,3.3,0.0010069540859450562,CS 340,68.53349999999999,Fall 2023
281,Student_282,3.62,0.0011045981185215468,CS 340,73.7551,Fall 2023
282,Student_283,3.1,0.00094592656558475,CS 340,65.27,Fall 2023
283,Student_284,3.47,0.0010588274782513168,CS 340,71.307475,Fall 2023
284,Student_285,3.74,0.0011412146307377307,CS 340,75.7132,Fall 2023
285,Student_286,3.71,0.0011320605026836847,CS 340,75.22367499999999,Fall 2023
286,Student_287,3.36,0.0010252623420531483,CS 340,69.51254999999999,Fall 2023
287,Student_288,3.23,0.000985594453818949,CS 340,67.391275,Fall 2023
288,Student_289,3.12,0.0009520293176207805,CS 340,65.27,Fall 2023
289,Student_290,3.45,0.0010527247262152861,CS 340,65.27,Fall 2023
290,Student_291,2.82,0.0008604880370803209,CS 340,65.27,Fall 2023
291,Student_292,3.7,0.0011290091266656693,CS 340,65.27,Fall 2023
0,Student_1,2.76,0.0008421797809722289,MATH 152,64.782,Fall 2022
1,Student_2,3.6,0.001098495366485516,MATH 152,79.64999999999999,Fall 2022
2,Student_3,3.12,0.0009520293176207805,MATH 152,71.154,Fall 2022
3,Student_4,2.8,0.0008543852850442902,MATH 152,65.49,Fall 2022
4,Student_5,3.59,0.0010954439904675007,MATH 152,79.47299999999998,Fall 2022
5,Student_6,3.06,0.0009337210615126886,MATH 152,70.092,Fall 2022
6,Student_7,2.76,0.0008421797809722289,MATH 152,64.782,Fall 2022
7,Student_8,3.18,0.0009703375737288725,MATH 152,72.216,Fall 2022
8,Student_9,3.24,0.0009886458298369646,MATH 152,73.278,Fall 2022
9,Student_10,2.6,0.0007933577646839838,MATH 152,61.949999999999996,Fall 2022
10,Student_11,2.26,0.0006896109800714628,MATH 152,55.931999999999995,Fall 2022
11,Student_12,3.53,0.0010771357343594087,MATH 152,78.41099999999999,Fall 2022
12,Student_13,3.41,0.001040519222143225,MATH 152,76.28699999999999,Fall 2022
13,Student_14,3.42,0.0010435705981612401,MATH 152,76.464,Fall 2022
14,Student_15,2.88,0.0008787962931884128,MATH 152,66.90599999999999,Fall 2022
15,Student_16,3.52,0.0010740843583413936,MATH 152,78.234,Fall 2022
16,Student_17,3.08,0.0009398238135487193,MATH 152,70.446,Fall 2022
17,Student_18,3.52,0.0010740843583413936,MATH 152,78.234,Fall 2022
18,Student_19,3.21,0.0009794917017829185,MATH 152,72.747,Fall 2022
19,Student_20,2.78,0.0008482825330082595,MATH 152,65.136,Fall 2022
20,Student_21,3.13,0.0009550806936387959,MATH 152,71.33099999999999,Fall 2022
21,Student_22,3.16,0.0009642348216928419,MATH 152,71.862,Fall 2022
22,Student_23,2.7,0.0008238715248641371,MATH 152,63.72,Fall 2022
23,Student_24,2.77,0.0008452311569902443,MATH 152,64.959,Fall 2022
24,Student_25,3.5,0.0010679816063053629,MATH 152,77.88,Fall 2022
25,Student_26,3.23,0.000985594453818949,MATH 152,73.101,Fall 2022
26,Student_27,3.51,0.001071032982323378,MATH 152,78.05699999999999,Fall 2022
27,Student_28,3.31,0.0010100054619630718,MATH 152,74.517,Fall 2022
28,Student_29,3.7,0.0011290091266656693,MATH 152,81.42,Fall 2022
29,Student_30,3.23,0.000985594453818949,MATH 152,73.101,Fall 2022
30,Student_31,3.48,0.0010618788542693322,MATH 152,77.526,Fall 2022
31,Student_32,2.41,0.0007353816203416927,MATH 152,58.586999999999996,Fall 2022
32,Student_33,3.66,0.001116803622593608,MATH 152,80.712,Fall 2022
33,Student_34,3.05,0.0009306696854946732,MATH 152,69.91499999999999,Fall 2022
34,Student_35,3.37,0.0010283137180711636,MATH 152,75.579,Fall 2022
35,Student_36,3.77,0.0011503687587917765,MATH 152,82.65899999999999,Fall 2022
36,Student_37,2.55,0.0007781008845939071,MATH 152,61.06499999999999,Fall 2022
37,Student_38,3.85,0.001174779766935899,MATH 152,84.07499999999999,Fall 2022
38,Student_39,2.47,0.0007536898764497847,MATH 152,59.649,Fall 2022
39,Student_40,3.09,0.0009428751895667345,MATH 152,70.62299999999999,Fall 2022
40,Student_41,3.16,0.0009642348216928419,MATH 152,71.862,Fall 2022
41,Student_42,3.75,0.0011442660067557458,MATH 152,82.30499999999999,Fall 2022
42,Student_43,3.21,0.0009794917017829185,MATH 152,72.747,Fall 2022
43,Student_44,3.6,0.001098495366485516,MATH 152,79.64999999999999,Fall 2022
44,Student_45,3.52,0.0010740843583413936,MATH 152,78.234,Fall 2022
45,Student_46,3.47,0.0010588274782513168,MATH 152,77.349,Fall 2022
46,Student_47,3.18,0.0009703375737288725,MATH 152,72.216,Fall 2022
47,Student_48,2.68,0.0008177687728281064,MATH 152,63.366,Fall 2022
48,Student_49,3.21,0.0009794917017829185,MATH 152,72.747,Fall 2022
49,Student_50,3.65,0.0011137522465755926,MATH 152,80.535,Fall 2022
50,Student_51,3.15,0.0009611834456748265,MATH 152,71.68499999999999,Fall 2022
51,Student_52,3.67,0.0011198549986116233,MATH 152,80.889,Fall 2022
52,Student_53,3.74,0.0011412146307377307,MATH 152,82.128,Fall 2022
53,Student_54,3.59,0.0010954439904675007,MATH 152,79.47299999999998,Fall 2022
54,Student_55,3.17,0.0009672861977108572,MATH 152,72.03899999999999,Fall 2022
55,Student_56,3.57,0.00108934123843147,MATH 152,79.119,Fall 2022
56,Student_57,2.8,0.0008543852850442902,MATH 152,65.49,Fall 2022
57,Student_58,3.33,0.0010161082139991022,MATH 152,74.871,Fall 2022
58,Student_59,3.23,0.000985594453818949,MATH 152,73.101,Fall 2022
59,Student_60,3.64,0.0011107008705575773,MATH 152,80.358,Fall 2022
60,Student_61,3.03,0.0009245669334586426,MATH 152,69.56099999999999,Fall 2022
61,Student_62,2.97,0.0009062586773505508,MATH 152,68.499,Fall 2022
62,Student_63,3.41,0.001040519222143225,MATH 152,76.28699999999999,Fall 2022
63,Student_64,3.23,0.000985594453818949,MATH 152,73.101,Fall 2022
64,Student_65,3.59,0.0010954439904675007,MATH 152,79.47299999999998,Fall 2022
65,Student_66,3.91,0.0011930880230439911,MATH 152,85.137,Fall 2022
66,Student_67,3.02,0.0009215155574406273,MATH 152,69.384,Fall 2022
67,Student_68,3.25,0.0009916972058549797,MATH 152,73.455,Fall 2022
68,Student_69,2.88,0.0008787962931884128,MATH 152,66.90599999999999,Fall 2022
69,Student_70,3.49,0.0010649302302873475,MATH 152,77.703,Fall 2022
70,Student_71,3.28,0.0010008513339090257,MATH 152,73.98599999999999,Fall 2022
71,Student_72,3.84,0.0011717283909178837,MATH 152,83.898,Fall 2022
72,Student_73,3.71,0.0011320605026836847,MATH 152,81.597,Fall 2022
73,Student_74,2.94,0.0008971045492965048,MATH 152,67.96799999999999,Fall 2022
74,Student_75,3.06,0.0009337210615126886,MATH 152,70.092,Fall 2022
75,Student_76,3.37,0.0010283137180711636,MATH 152,75.579,Fall 2022
76,Student_77,2.82,0.0008604880370803209,MATH 152,65.844,Fall 2022
77,Student_78,3.68,0.0011229063746296386,MATH 152,81.066,Fall 2022
78,Student_79,3.76,0.0011473173827737612,MATH 152,82.482,Fall 2022
79,Student_80,2.66,0.0008116660207920758,MATH 152,63.012,Fall 2022
80,Student_81,3.74,0.0011412146307377307,MATH 152,82.128,Fall 2022
81,Student_82,2.69,0.0008208201488461217,MATH 152,63.54299999999999,Fall 2022
82,Student_83,2.87,0.0008757449171703975,MATH 152,66.729,Fall 2022
83,Student_84,3.33,0.0010161082139991022,MATH 152,74.871,Fall 2022
84,Student_85,3.63,0.001107649494539562,MATH 152,80.181,Fall 2022
85,Student_86,3.23,0.000985594453818949,MATH 152,73.101,Fall 2022
86,Student_87,3.25,0.0009916972058549797,MATH 152,73.455,Fall 2022
87,Student_88,3.96,0.0012083449031340676,MATH 152,86.02199999999999,Fall 2022
88,Student_89,2.67,0.000814717396810091,MATH 152,63.18899999999999,Fall 2022
89,Student_90,2.7,0.0008238715248641371,MATH 152,63.72,Fall 2022
90,Student_91,3.4,0.0010374678461252096,MATH 152,76.11,Fall 2022
91,Student_92,3.17,0.0009672861977108572,MATH 152,72.03899999999999,Fall 2022
92,Student_93,3.59,0.0010954439904675007,MATH 152,79.47299999999998,Fall 2022
93,Student_94,3.89,0.0011869852710079604,MATH 152,84.783,Fall 2022
94,Student_95,3.98,0.0012144476551700983,MATH 152,86.37599999999999,Fall 2022
95,Student_96,3.58,0.0010923926144494854,MATH 152,79.29599999999999,Fall 2022
96,Student_97,3.45,0.0010527247262152861,MATH 152,76.995,Fall 2022
97,Student_98,3.18,0.0009703375737288725,MATH 152,72.216,Fall 2022
98,Student_99,2.43,0.0007414843723777233,MATH 152,58.941,Fall 2022
99,Student_100,3.19,0.0009733889497468877,MATH 152,72.393,Fall 2022
100,Student_101,2.81,0.0008574366610623055,MATH 152,65.667,Fall 2022
101,Student_102,2.69,0.0008208201488461217,MATH 152,63.54299999999999,Fall 2022
102,Student_103,3.24,0.0009886458298369646,MATH 152,73.278,Fall 2022
103,Student_104,3.85,0.001174779766935899,MATH 152,70.8,Fall 2022
104,Student_105,3.44,0.0010496733501972708,MATH 152,70.8,Fall 2022
105,Student_106,2.99,0.0009123614293865814,MATH 152,70.8,Fall 2022
106,Student_107,3.33,0.0010161082139991022,MATH 152,69.8796,Spring 2023
107,Student_108,3.02,0.0009215155574406273,MATH 152,64.7584,Spring 2023
108,Student_109,3.22,0.0009825430778009339,MATH 152,68.0624,Spring 2023
109,Student_110,3.93,0.0011991907750800218,MATH 152,79.7916,Spring 2023
110,Student_111,3.04,0.000927618309476658,MATH 152,65.08879999999999,Spring 2023
111,Student_112,3.63,0.001107649494539562,MATH 152,74.8356,Spring 2023
112,Student_113,3.37,0.0010283137180711636,MATH 152,70.5404,Spring 2023
113,Student_114,3.0,0.0009154128054045966,MATH 152,64.428,Spring 2023
114,Student_115,3.38,0.001031365094089179,MATH 152,70.70559999999999,Spring 2023
115,Student_116,3.52,0.0010740843583413936,MATH 152,73.0184,Spring 2023
116,Student_117,3.06,0.0009337210615126886,MATH 152,65.4192,Spring 2023
117,Student_118,3.0,0.0009154128054045966,MATH 152,64.428,Spring 2023
118,Student_119,3.41,0.001040519222143225,MATH 152,71.2012,Spring 2023
119,Student_120,3.31,0.0010100054619630718,MATH 152,69.5492,Spring 2023
120,Student_121,3.29,0.001003902709927041,MATH 152,69.2188,Spring 2023
121,Student_122,2.66,0.0008116660207920758,MATH 152,58.8112,Spring 2023
122,Student_123,3.61,0.0011015467425035312,MATH 152,74.5052,Spring 2023
123,Student_124,3.71,0.0011320605026836847,MATH 152,76.15719999999999,Spring 2023
124,Student_125,3.7,0.0011290091266656693,MATH 152,75.992,Spring 2023
125,Student_126,3.0,0.0009154128054045966,MATH 152,64.428,Spring 2023
126,Student_127,3.25,0.0009916972058549797,MATH 152,68.55799999999999,Spring 2023
127,Student_128,3.18,0.0009703375737288725,MATH 152,67.4016,Spring 2023
128,Student_129,3.04,0.000927618309476658,MATH 152,65.08879999999999,Spring 2023
129,Student_130,3.2,0.0009764403257649032,MATH 152,67.732,Spring 2023
130,Student_131,2.94,0.0008971045492965048,MATH 152,63.4368,Spring 2023
131,Student_132,3.68,0.0011229063746296386,MATH 152,75.66159999999999,Spring 2023
132,Student_133,3.3,0.0010069540859450562,MATH 152,69.384,Spring 2023
133,Student_134,3.34,0.0010191595900171176,MATH 152,70.0448,Spring 2023
134,Student_135,3.21,0.0009794917017829185,MATH 152,67.8972,Spring 2023
135,Student_136,3.64,0.0011107008705575773,MATH 152,75.0008,Spring 2023
136,Student_137,3.32,0.0010130568379810869,MATH 152,69.7144,Spring 2023
137,Student_138,3.67,0.0011198549986116233,MATH 152,75.4964,Spring 2023
138,Student_139,3.78,0.0011534201348097919,MATH 152,77.3136,Spring 2023
139,Student_140,3.72,0.0011351118787017,MATH 152,76.3224,Spring 2023
140,Student_141,3.86,0.0011778311429539144,MATH 152,78.6352,Spring 2023
141,Student_142,3.37,0.0010283137180711636,MATH 152,70.5404,Spring 2023
142,Student_143,2.98,0.0009093100533685661,MATH 152,64.0976,Spring 2023
143,Student_144,3.23,0.000985594453818949,MATH 152,68.2276,Spring 2023
144,Student_145,3.2,0.0009764403257649032,MATH 152,67.732,Spring 2023
145,Student_146,3.27,0.0009977999578910104,MATH 152,68.88839999999999,Spring 2023
146,Student_147,3.92,0.0011961393990620062,MATH 152,79.62639999999999,Spring 2023
147,Student_148,3.06,0.0009337210615126886,MATH 152,65.4192,Spring 2023
148,Student_149,2.35,0.0007170733642336008,MATH 152,53.69,Spring 2023
149,Student_150,3.54,0.001080187110377424,MATH 152,73.3488,Spring 2023
150,Student_151,3.68,0.0011229063746296386,MATH 152,75.66159999999999,Spring 2023
151,Student_152,3.02,0.0009215155574406273,MATH 152,64.7584,Spring 2023
152,Student_153,3.68,0.0011229063746296386,MATH 152,75.66159999999999,Spring 2023
153,Student_154,3.32,0.0010130568379810869,MATH 152,69.7144,Spring 2023
154,Student_155,2.51,0.0007658953805218459,MATH 152,56.33319999999999,Spring 2023
155,Student_156,2.54,0.0007750495085758919,MATH 152,56.8288,Spring 2023
156,Student_157,3.91,0.0011930880230439911,MATH 152,79.46119999999999,Spring 2023
157,Student_158,3.41,0.001040519222143225,MATH 152,71.2012,Spring 2023
158,Student_159,3.03,0.0009245669334586426,MATH 152,64.9236,Spring 2023
159,Student_160,3.28,0.0010008513339090257,MATH 152,69.05359999999999,Spring 2023
160,Student_161,3.85,0.001174779766935899,MATH 152,78.47,Spring 2023
161,Student_162,3.53,0.0010771357343594087,MATH 152,73.1836,Spring 2023
162,Student_163,3.08,0.0009398238135487193,MATH 152,65.7496,Spring 2023
163,Student_164,3.37,0.0010283137180711636,MATH 152,70.5404,Spring 2023
164,Student_165,3.41,0.001040519222143225,MATH 152,71.2012,Spring 2023
165,Student_166,3.3,0.0010069540859450562,MATH 152,69.384,Spring 2023
166,Student_167,3.04,0.000927618309476658,MATH 152,65.08879999999999,Spring 2023
167,Student_168,3.43,0.0010466219741792557,MATH 152,71.5316,Spring 2023
168,Student_169,3.73,0.0011381632547197151,MATH 152,76.4876,Spring 2023
169,Student_170,3.02,0.0009215155574406273,MATH 152,64.7584,Spring 2023
170,Student_171,3.12,0.0009520293176207805,MATH 152,66.4104,Spring 2023
171,Student_172,3.29,0.001003902709927041,MATH 152,69.2188,Spring 2023
172,Student_173,3.53,0.0010771357343594087,MATH 152,73.1836,Spring 2023
173,Student_174,3.15,0.0009611834456748265,MATH 152,66.90599999999999,Spring 2023
174,Student_175,2.86,0.0008726935411523821,MATH 152,62.115199999999994,Spring 2023
175,Student_176,2.48,0.0007567412524677999,MATH 152,55.837599999999995,Spring 2023
176,Student_177,2.62,0.0007994605167200144,MATH 152,58.1504,Spring 2023
177,Student_178,3.49,0.0010649302302873475,MATH 152,72.5228,Spring 2023
178,Student_179,3.32,0.0010130568379810869,MATH 152,69.7144,Spring 2023
179,Student_180,2.97,0.0009062586773505508,MATH 152,63.9324,Spring 2023
180,Student_181,3.33,0.0010161082139991022,MATH 152,69.8796,Spring 2023
181,Student_182,3.5,0.0010679816063053629,MATH 152,72.688,Spring 2023
182,Student_183,3.18,0.0009703375737288725,MATH 152,67.4016,Spring 2023
183,Student_184,2.8,0.0008543852850442902,MATH 152,61.123999999999995,Spring 2023
184,Student_185,3.02,0.0009215155574406273,MATH 152,64.7584,Spring 2023
185,Student_186,3.13,0.0009550806936387959,MATH 152,66.5756,Spring 2023
186,Student_187,3.2,0.0009764403257649032,MATH 152,67.732,Spring 2023
187,Student_188,3.04,0.000927618309476658,MATH 152,65.08879999999999,Spring 2023
188,Student_189,3.34,0.0010191595900171176,MATH 152,70.0448,Spring 2023
189,Student_190,3.04,0.000927618309476658,MATH 152,65.08879999999999,Spring 2023
190,Student_191,3.05,0.0009306696854946732,MATH 152,65.25399999999999,Spring 2023
191,Student_192,3.5,0.0010679816063053629,MATH 152,72.688,Spring 2023
192,Student_193,3.83,0.0011686770148998684,MATH 152,78.1396,Spring 2023
193,Student_194,2.78,0.0008482825330082595,MATH 152,60.79359999999999,Spring 2023
194,Student_195,3.42,0.0010435705981612401,MATH 152,71.3664,Spring 2023
195,Student_196,3.37,0.0010283137180711636,MATH 152,70.5404,Spring 2023
196,Student_197,2.97,0.0009062586773505508,MATH 152,63.9324,Spring 2023
197,Student_198,2.71,0.0008269229008821523,MATH 152,59.63719999999999,Spring 2023
198,Student_199,3.62,0.0011045981185215468,MATH 152,74.6704,Spring 2023
199,Student_200,2.9,0.0008848990452244434,MATH 152,62.775999999999996,Spring 2023
200,Student_201,3.58,0.0010923926144494854,MATH 152,74.00959999999999,Spring 2023
201,Student_202,3.0,0.0009154128054045966,MATH 152,64.428,Spring 2023
202,Student_203,3.57,0.00108934123843147,MATH 152,73.8444,Spring 2023
203,Student_204,3.79,0.0011564715108278072,MATH 152,77.47879999999999,Spring 2023
204,Student_205,3.67,0.0011198549986116233,MATH 152,75.4964,Spring 2023
205,Student_206,3.56,0.0010862898624134547,MATH 152,73.6792,Spring 2023
206,Student_207,3.89,0.0011869852710079604,MATH 152,79.1308,Spring 2023
207,Student_208,3.25,0.0009916972058549797,MATH 152,68.55799999999999,Spring 2023
208,Student_209,3.77,0.0011503687587917765,MATH 152,77.1484,Spring 2023
209,Student_210,2.98,0.0009093100533685661,MATH 152,64.0976,Spring 2023
210,Student_211,3.19,0.0009733889497468877,MATH 152,67.5668,Spring 2023
211,Student_212,3.08,0.0009398238135487193,MATH 152,65.7496,Spring 2023
212,Student_213,3.11,0.0009489779416027652,MATH 152,66.2452,Spring 2023
213,Student_214,2.78,0.0008482825330082595,MATH 152,60.79359999999999,Spring 2023
214,Student_215,3.22,0.0009825430778009339,MATH 152,68.0624,Spring 2023
215,Student_216,3.9,0.0011900366470259758,MATH 152,79.29599999999999,Spring 2023
216,Student_217,3.05,0.0009306696854946732,MATH 152,65.25399999999999,Spring 2023
217,Student_218,2.79,0.000851333909026275,MATH 152,60.9588,Spring 2023
218,Student_219,3.02,0.0009215155574406273,MATH 152,64.7584,Spring 2023
219,Student_220,3.41,0.001040519222143225,MATH 152,71.2012,Spring 2023
220,Student_221,3.66,0.001116803622593608,MATH 152,66.08,Spring 2023
221,Student_222,3.72,0.0011351118787017,MATH 152,66.08,Spring 2023
222,Student_223,2.99,0.0009123614293865814,MATH 152,66.08,Spring 2023
223,Student_224,3.75,0.0011442660067557458,MATH 152,66.08,Spring 2023
224,Student_225,2.87,0.0008757449171703975,MATH 152,66.52165,Fall 2023
225,Student_226,3.25,0.0009916972058549797,MATH 152,73.22675,Fall 2023
226,Student_227,3.43,0.0010466219741792557,MATH 152,76.40285,Fall 2023
227,Student_228,3.68,0.0011229063746296386,MATH 152,80.8141,Fall 2023
228,Student_229,2.96,0.0009032073013325354,MATH 152,68.10969999999999,Fall 2023
229,Student_230,3.92,0.0011961393990620062,MATH 152,85.04889999999999,Fall 2023
230,Student_231,3.16,0.0009642348216928419,MATH 152,71.6387,Fall 2023
231,Student_232,3.47,0.0010588274782513168,MATH 152,77.10865,Fall 2023
232,Student_233,3.27,0.0009977999578910104,MATH 152,73.57965,Fall 2023
233,Student_234,3.52,0.0010740843583413936,MATH 152,77.9909,Fall 2023
234,Student_235,3.8,0.0011595228868458223,MATH 152,82.9315,Fall 2023
235,Student_236,3.06,0.0009337210615126886,MATH 152,69.8742,Fall 2023
236,Student_237,3.31,0.0010100054619630718,MATH 152,74.28545,Fall 2023
237,Student_238,3.38,0.001031365094089179,MATH 152,75.5206,Fall 2023
238,Student_239,3.52,0.0010740843583413936,MATH 152,77.9909,Fall 2023
239,Student_240,3.45,0.0010527247262152861,MATH 152,76.75575,Fall 2023
240,Student_241,3.0,0.0009154128054045966,MATH 152,68.8155,Fall 2023
241,Student_242,3.22,0.0009825430778009339,MATH 152,72.6974,Fall 2023
242,Student_243,3.21,0.0009794917017829185,MATH 152,72.52095,Fall 2023
243,Student_244,3.08,0.0009398238135487193,MATH 152,70.2271,Fall 2023
244,Student_245,2.93,0.0008940531732784894,MATH 152,67.58035,Fall 2023
245,Student_246,3.46,0.0010557761022333015,MATH 152,76.9322,Fall 2023
246,Student_247,2.57,0.0007842036366299378,MATH 152,61.22814999999999,Fall 2023
247,Student_248,3.34,0.0010191595900171176,MATH 152,74.81479999999999,Fall 2023
248,Student_249,2.72,0.0008299742769001678,MATH 152,63.8749,Fall 2023
249,Student_250,3.54,0.001080187110377424,MATH 152,78.3438,Fall 2023
250,Student_251,3.24,0.0009886458298369646,MATH 152,73.05030000000001,Fall 2023
251,Student_252,3.49,0.0010649302302873475,MATH 152,77.46155,Fall 2023
252,Student_253,3.39,0.0010344164701071943,MATH 152,75.69705,Fall 2023
253,Student_254,3.03,0.0009245669334586426,MATH 152,69.34485,Fall 2023
254,Student_255,3.24,0.0009886458298369646,MATH 152,73.05030000000001,Fall 2023
255,Student_256,3.43,0.0010466219741792557,MATH 152,76.40285,Fall 2023
256,Student_257,2.87,0.0008757449171703975,MATH 152,66.52165,Fall 2023
257,Student_258,3.04,0.000927618309476658,MATH 152,69.5213,Fall 2023
258,Student_259,3.22,0.0009825430778009339,MATH 152,72.6974,Fall 2023
259,Student_260,3.05,0.0009306696854946732,MATH 152,69.69775,Fall 2023
260,Student_261,3.23,0.000985594453818949,MATH 152,72.87384999999999,Fall 2023
261,Student_262,3.61,0.0011015467425035312,MATH 152,79.57894999999999,Fall 2023
262,Student_263,3.6,0.001098495366485516,MATH 152,79.4025,Fall 2023
263,Student_264,2.87,0.0008757449171703975,MATH 152,66.52165,Fall 2023
264,Student_265,3.22,0.0009825430778009339,MATH 152,72.6974,Fall 2023
265,Student_266,2.8,0.0008543852850442902,MATH 152,65.28649999999999,Fall 2023
266,Student_267,3.18,0.0009703375737288725,MATH 152,71.9916,Fall 2023
267,Student_268,3.35,0.001022210966035133,MATH 152,74.99125,Fall 2023
268,Student_269,3.4,0.0010374678461252096,MATH 152,75.87349999999999,Fall 2023
269,Student_270,3.25,0.0009916972058549797,MATH 152,73.22675,Fall 2023
270,Student_271,3.25,0.0009916972058549797,MATH 152,73.22675,Fall 2023
271,Student_272,3.02,0.0009215155574406273,MATH 152,69.16839999999999,Fall 2023
272,Student_273,2.78,0.0008482825330082595,MATH 152,64.9336,Fall 2023
273,Student_274,3.42,0.0010435705981612401,MATH 152,76.2264,Fall 2023
274,Student_275,3.45,0.0010527247262152861,MATH 152,76.75575,Fall 2023
275,Student_276,3.8,0.0011595228868458223,MATH 152,82.9315,Fall 2023
276,Student_277,3.81,0.0011625742628638379,MATH 152,83.10795,Fall 2023
277,Student_278,3.36,0.0010252623420531483,MATH 152,75.1677,Fall 2023
278,Student_279,3.13,0.0009550806936387959,MATH 152,71.10934999999999,Fall 2023
279,Student_280,3.33,0.0010161082139991022,MATH 152,74.63835,Fall 2023
280,Student_281,3.3,0.0010069540859450562,MATH 152,74.109,Fall 2023
281,Student_282,3.62,0.0011045981185215468,MATH 152,79.7554,Fall 2023
282,Student_283,3.1,0.00094592656558475,MATH 152,70.58,Fall 2023
283,Student_284,3.47,0.0010588274782513168,MATH 152,77.10865,Fall 2023
284,Student_285,3.74,0.0011412146307377307,MATH 152,81.8728,Fall 2023
285,Student_286,3.71,0.0011320605026836847,MATH 152,81.34344999999999,Fall 2023
286,Student_287,3.36,0.0010252623420531483,MATH 152,75.1677,Fall 2023
287,Student_288,3.23,0.000985594453818949,MATH 152,72.87384999999999,Fall 2023
288,Student_289,3.12,0.0009520293176207805,MATH 152,70.9329,Fall 2023
289,Student_290,3.45,0.0010527247262152861,MATH 152,76.75575,Fall 2023
290,Student_291,2.82,0.0008604880370803209,MATH 152,65.6394,Fall 2023
291,Student_292,3.7,0.0011290091266656693,MATH 152,81.167,Fall 2023
292,Student_293,3.31,0.0010100054619630718,MATH 152,74.28545,Fall 2023
293,Student_294,3.0,0.0009154128054045966,MATH 152,68.8155,Fall 2023
294,Student_295,3.42,0.0010435705981612401,MATH 152,76.2264,Fall 2023
295,Student_296,3.69,0.001125957750647654,MATH 152,80.99055,Fall 2023
296,Student_297,2.83,0.0008635394130983362,MATH 152,65.81585,Fall 2023
297,Student_298,3.88,0.001183933894989945,MATH 152,84.34309999999999,Fall 2023
298,Student_299,3.34,0.0010191595900171176,MATH 152,74.81479999999999,Fall 2023
299,Student_300,3.64,0.0011107008705575773,MATH 152,80.1083,Fall 2023
300,Student_301,3.38,0.001031365094089179,MATH 152,75.5206,Fall 2023
301,Student_302,3.24,0.0009886458298369646,MATH 152,73.05030000000001,Fall 2023
302,Student_303,3.26,0.000994748581872995,MATH 152,73.4032,Fall 2023
303,Student_304,3.75,0.0011442660067557458,MATH 152,82.04925,Fall 2023
304,Student_305,3.41,0.001040519222143225,MATH 152,76.04995,Fall 2023
305,Student_306,3.42,0.0010435705981612401,MATH 152,76.2264,Fall 2023
306,Student_307,3.38,0.001031365094089179,MATH 152,75.5206,Fall 2023
307,Student_308,3.35,0.001022210966035133,MATH 152,74.99125,Fall 2023
308,Student_309,3.49,0.0010649302302873475,MATH 152,77.46155,Fall 2023
309,Student_310,3.35,0.001022210966035133,MATH 152,74.99125,Fall 2023
310,Student_311,3.45,0.0010527247262152861,MATH 152,76.75575,Fall 2023
311,Student_312,3.51,0.001071032982323378,MATH 152,77.81445,Fall 2023
312,Student_313,3.27,0.0009977999578910104,MATH 152,73.57965,Fall 2023
313,Student_314,2.95,0.0009001559253145201,MATH 152,67.93325,Fall 2023
314,Student_315,2.57,0.0007842036366299378,MATH 152,61.22814999999999,Fall 2023
315,Student_316,3.28,0.0010008513339090257,MATH 152,73.75609999999999,Fall 2023
316,Student_317,2.81,0.0008574366610623055,MATH 152,65.46294999999999,Fall 2023
317,Student_318,2.23,0.0006804568520174169,MATH 152,55.228849999999994,Fall 2023
318,Student_319,3.1,0.00094592656558475,MATH 152,70.58,Fall 2023
319,Student_320,3.3,0.0010069540859450562,MATH 152,74.109,Fall 2023
320,Student_321,3.65,0.0011137522465755926,MATH 152,80.28475,Fall 2023
321,Student_322,3.77,0.0011503687587917765,MATH 152,82.40214999999999,Fall 2023
